transaction_id,user_id,transaction_amount,hour_of_day,is_new_device,is_new_ip,is_foreign_country,distance_from_usual_km,is_phishing_detected,is_fraud_label
TXN_B8E4496563,USR_9172,29.43,11,0,0,0,15.65,0,0
TXN_C306BDF73C,USR_9768,27.04,8,0,0,0,22.09,0,0
TXN_FFA9D4DE7D,USR_5214,111.65,13,1,0,0,22.06,0,0
TXN_B94A7D4F8D,USR_1387,22.86,17,0,0,0,16.53,0,0
TXN_7379F8B2E2,USR_7275,51.83,17,0,0,0,30.26,0,0
TXN_B80444D3A5,USR_8887,77.25,10,1,0,0,6.78,0,0
TXN_5CF0BA0946,USR_8181,15.48,13,0,0,0,26.34,0,0
TXN_495881BDB3,USR_6091,82.98,16,0,0,0,8.52,0,0
TXN_61340A5AF9,USR_5719,41.13,14,1,1,0,32.99,0,0
TXN_7B4B0420F3,USR_2858,145.66,14,0,0,0,9.16,0,0
TXN_4485537B7D,USR_2514,26.0,6,0,0,0,28.25,0,0
TXN_DE9BEED821,USR_5734,329.45,7,0,0,0,3.46,0,0
TXN_F6687680C7,USR_3136,20.38,12,0,1,0,1.73,0,0
TXN_0AC6AD5CFC,USR_1131,25.49,10,0,0,0,1.8,0,0
TXN_064D2FD6D6,USR_1721,26.24,13,0,1,0,18.47,0,0
TXN_5A0F0EEF5E,USR_8988,46.34,7,0,0,0,15.76,0,0
TXN_143A94E1A8,USR_8538,6.08,20,0,0,0,11.75,0,0
TXN_2B5145A43A,USR_9172,69.68,12,0,0,0,31.32,0,0
TXN_8F4638EFA1,USR_2890,216.75,15,0,0,1,25.71,0,0
TXN_235DD8FCEB,USR_8403,22.65,14,0,0,0,7.04,0,0
TXN_A48CBBF858,USR_6450,25.18,10,0,0,0,0.01,0,0
TXN_6E5B0DD087,USR_5882,53.25,7,0,0,0,38.73,0,0
TXN_521F198120,USR_9370,26.63,12,0,0,0,5.41,0,0
TXN_AC4F215179,USR_1204,22.37,9,0,0,0,14.5,0,0
TXN_3325EE2851,USR_7703,4210.5,1,0,1,1,10901.49,1,1
TXN_1B96AD087C,USR_6754,37.19,13,0,0,1,26.36,0,0
TXN_60BB5C3D86,USR_2787,0.13,0,1,1,1,7919.72,0,1
TXN_7AC38BCC47,USR_9909,51.25,12,0,0,1,46.49,0,0
TXN_07FDA35EC0,USR_3594,77.31,7,0,0,0,11.74,0,0
TXN_DFC37EF0B0,USR_2343,84.03,4,0,1,0,25.91,0,0
TXN_8B978E7756,USR_8221,28.14,16,0,0,0,27.9,0,0
TXN_82EC498C9A,USR_5878,142.57,8,0,0,0,6.36,0,0
TXN_C014C115CE,USR_7697,86.66,14,0,0,0,18.75,0,0
TXN_A0E7374544,USR_3177,46.8,14,0,0,0,7.84,0,0
TXN_41C24D88A4,USR_8911,4696.4,2,1,1,1,3519.03,1,1
TXN_69D07BD5FE,USR_2321,80.42,10,0,0,0,4.09,0,0
TXN_3289DBFFFA,USR_2909,92.15,19,0,0,0,4.13,0,0
TXN_4D2FE2D97D,USR_2721,39.24,9,0,0,0,6.18,0,0
TXN_859DAB5346,USR_3161,164.76,20,0,0,1,4.87,0,0
TXN_0F94D176D2,USR_8275,50.42,7,0,0,0,14.85,0,0
TXN_F7844F3C2C,USR_9779,70.58,11,0,0,0,48.41,0,0
TXN_7568B4E50F,USR_9672,4.94,7,0,0,0,10.75,0,0
TXN_DBC8C3B701,USR_7888,322.89,11,0,1,0,9.15,0,0
TXN_9178B75AE7,USR_6675,50.71,12,0,0,0,5.1,0,0
TXN_F72A877E86,USR_2818,105.38,14,0,0,0,2.25,0,0
TXN_BFCAA49448,USR_1427,26.71,12,0,0,0,1.52,0,0
TXN_94E69F1E17,USR_2353,10.53,15,0,0,0,9.9,0,0
TXN_26E88132CD,USR_5130,12.01,14,0,0,0,8.67,0,0
TXN_E96404321F,USR_5735,119.43,3,0,0,0,1.91,0,0
TXN_801B3E4F0E,USR_1803,343.4,13,0,1,0,17.93,0,0
TXN_E46F7B2105,USR_5516,45.53,17,0,0,0,29.47,0,0
TXN_9E36862568,USR_2897,103.64,8,0,0,0,21.24,0,0
TXN_E0934EC209,USR_7438,2889.7,5,1,1,1,10917.07,1,1
TXN_9052A1629C,USR_8542,65.46,16,0,0,0,22.75,0,0
TXN_6D9F2BE66E,USR_4822,100.24,11,0,0,0,5.93,0,0
TXN_4AD1C5AE38,USR_9829,23.01,18,0,0,0,1.76,0,0
TXN_284626F8E3,USR_4750,66.03,11,0,0,0,12.81,0,0
TXN_C4C7C6E1B7,USR_6547,279.95,21,0,0,0,12.12,0,0
TXN_DC59AFF394,USR_1983,38.22,8,0,1,1,13.61,0,0
TXN_E566727CA1,USR_8856,36.77,11,0,0,0,10.33,0,0
TXN_764FCAED81,USR_9980,29.03,15,0,0,0,5.84,0,0
TXN_B6FB7284B4,USR_5216,104.74,9,0,0,0,13.13,0,0
TXN_5083AC696B,USR_2585,97.86,21,0,1,1,32.48,0,0
TXN_2382D9C4CB,USR_8288,66.18,13,0,0,0,21.45,0,0
TXN_FFF0B8947B,USR_2967,90.45,15,0,0,0,5.15,0,0
TXN_06AD0149F8,USR_7030,228.98,15,0,0,0,3.34,0,0
TXN_0CA760D457,USR_7054,0.01,5,1,1,1,13184.06,1,1
TXN_0A1323693F,USR_7489,24.32,10,0,0,0,46.49,0,0
TXN_AFA4F537CC,USR_1778,20.76,9,1,0,0,14.44,0,0
TXN_04D83ED09D,USR_9814,13.11,14,0,0,0,12.3,0,0
TXN_4AF991A5BD,USR_4093,119.36,17,0,0,0,10.86,0,0
TXN_1449F7FE24,USR_6200,198.47,16,0,0,0,0.38,0,0
TXN_742A77597C,USR_9210,10.59,12,0,0,0,42.18,0,0
TXN_44E426BDE3,USR_2224,467.68,6,0,0,1,10.77,0,0
TXN_4E13C3B7C7,USR_3561,2.32,20,0,0,0,10.36,0,0
TXN_A169FBA089,USR_1602,23.07,12,0,1,0,1.25,0,0
TXN_B6F6211914,USR_8337,16.07,2,0,0,0,18.94,0,0
TXN_AAE8D50C75,USR_2198,39.31,0,0,0,0,20.02,0,0
TXN_FE85D6A5C5,USR_6287,78.95,14,0,0,0,13.42,0,0
TXN_A3B5F5E86F,USR_1645,1896.45,2,1,1,1,3186.53,0,1
TXN_29348A81EB,USR_8982,11.88,1,0,0,0,7.77,0,0
TXN_1BF864B260,USR_2274,170.05,15,0,0,0,7.38,0,0
TXN_D1069E927A,USR_5982,81.66,6,0,0,0,25.28,0,0
TXN_0CFB592D65,USR_2186,8.17,8,0,0,0,22.81,0,0
TXN_9D2D5C1734,USR_7401,32.43,4,0,0,0,6.06,0,0
TXN_28EDEC6799,USR_2054,117.56,19,1,0,0,0.05,0,0
TXN_104458BE98,USR_6310,97.01,7,0,0,0,7.88,0,0
TXN_6BD5473DBD,USR_2924,2916.4,0,0,1,0,530.98,1,1
TXN_2FF17294E6,USR_6316,46.0,6,0,0,0,11.29,0,0
TXN_7CE6368832,USR_2468,63.0,13,0,0,0,4.76,0,0
TXN_0DB9C4C5F4,USR_8519,102.18,1,0,1,0,21.07,0,0
TXN_2BA0FCC203,USR_6594,33.44,10,0,0,0,22.88,0,0
TXN_A94D1DA99A,USR_6463,19.8,7,0,0,0,22.9,0,0
TXN_C546B041B5,USR_8382,28.38,14,0,0,0,1.2,0,0
TXN_547E427365,USR_3007,150.35,3,0,0,0,2.97,0,0
TXN_06C5C9E5E5,USR_8455,17.33,9,0,0,0,2.2,0,0
TXN_F1ED478640,USR_1228,800.0,16,0,0,0,8.71,0,0
TXN_40579D9FF3,USR_3823,65.11,14,0,0,0,4.44,0,0
TXN_3FFE1E7CF0,USR_4253,86.39,11,0,0,0,10.98,0,0
TXN_EB1C268941,USR_9313,75.25,15,0,0,0,1.14,0,0
TXN_6AF131CCAF,USR_2625,35.64,9,0,0,0,6.01,0,0
TXN_CB9E2E5E14,USR_2994,144.2,15,0,0,0,3.19,0,0
TXN_0768DF5514,USR_1178,24.52,8,0,0,0,10.65,0,0
TXN_61060DE403,USR_5613,31.74,22,0,0,0,8.59,0,0
TXN_73E1A0D481,USR_6319,59.33,17,0,0,0,2.34,0,0
TXN_2520330843,USR_2042,26.19,15,0,0,0,15.79,0,0
TXN_408907F487,USR_9853,100.04,22,1,0,0,2.12,0,0
TXN_0DEF45A467,USR_6310,55.31,18,0,0,0,19.79,0,0
TXN_BDB11D1B2C,USR_7285,14.32,10,0,0,0,2.4,0,0
TXN_489493D2A2,USR_8655,115.14,6,0,0,0,15.26,0,0
TXN_225A85DD38,USR_4340,24.41,14,0,0,0,30.45,0,0
TXN_A140A5A7C6,USR_9219,122.4,10,0,0,1,9.07,0,0
TXN_6D41505A40,USR_2784,146.97,10,0,1,0,10.1,0,0
TXN_29D19BF957,USR_3005,88.88,12,0,0,0,24.88,0,0
TXN_D84F1E078C,USR_5691,306.59,19,0,1,0,26.65,0,0
TXN_1B794C6A93,USR_4757,55.66,9,1,1,0,14.88,0,0
TXN_04211643DF,USR_1363,90.2,6,0,0,0,23.55,0,0
TXN_282D260E37,USR_8669,37.61,5,0,0,0,35.51,0,0
TXN_786FDCBB3E,USR_6906,26.08,13,0,0,0,10.91,0,0
TXN_508EAF0010,USR_1596,102.14,4,0,0,0,19.63,0,0
TXN_EBB65EB4A3,USR_4414,101.75,6,0,0,0,15.23,0,0
TXN_392BBDFB16,USR_9409,38.85,13,0,0,0,0.65,0,0
TXN_17863DB0E7,USR_2051,188.93,14,0,0,1,37.13,0,0
TXN_3BC2E103F7,USR_4469,454.83,16,0,0,0,0.61,0,0
TXN_7A110FBD92,USR_7653,79.33,13,0,0,0,38.77,0,0
TXN_905B90973E,USR_3480,197.17,10,0,1,0,16.41,0,0
TXN_4B4E7C89AF,USR_4911,189.62,17,0,0,0,5.0,0,0
TXN_A375C6A407,USR_2894,113.45,21,0,0,0,18.31,0,0
TXN_90E213B8C9,USR_5393,25.09,10,0,0,0,4.64,0,0
TXN_58865BF27E,USR_8669,87.99,21,0,0,0,5.97,0,0
TXN_C5BD6BA8AC,USR_3508,22.04,14,1,0,0,8.86,0,0
TXN_E3EE223A4B,USR_7311,114.45,20,0,0,0,58.13,0,0
TXN_EAD926C3B5,USR_1899,75.03,8,0,0,0,35.73,1,0
TXN_8A1BF7B438,USR_4867,54.97,13,0,0,0,20.27,0,0
TXN_D8079A5D0E,USR_9560,0.43,23,1,1,1,550.27,1,1
TXN_9F625CF3FB,USR_1424,83.73,7,1,0,0,46.29,0,0
TXN_C6E4C1A9E1,USR_8837,244.51,9,0,0,1,22.91,0,0
TXN_1768F77B2B,USR_1479,13.2,20,0,0,0,2.17,0,0
TXN_0DA0BE722B,USR_3084,73.12,18,0,0,0,1.0,0,0
TXN_0C450046FE,USR_9459,32.24,22,0,1,0,7.95,0,0
TXN_09A083B1A0,USR_2546,36.2,15,0,0,0,4.36,0,0
TXN_2159911D19,USR_8351,11.83,19,0,0,0,11.21,0,0
TXN_3266AD55EE,USR_8122,187.94,14,1,0,0,7.29,0,0
TXN_7E216744AD,USR_6913,162.01,18,0,0,0,17.45,0,0
TXN_C6E0E224F6,USR_4314,48.94,9,0,0,0,22.37,0,0
TXN_4D1925EB81,USR_1272,673.55,22,0,1,1,8723.8,1,1
TXN_221F504FAF,USR_4619,29.49,15,0,0,0,5.63,0,0
TXN_D35B74C7C0,USR_5097,389.96,10,0,0,0,0.17,0,0
TXN_FD9A811855,USR_6862,53.65,17,0,0,0,21.68,0,0
TXN_E893D036D9,USR_8226,97.24,16,1,0,0,6.21,0,0
TXN_6ECCB4D1F5,USR_5920,180.01,7,0,0,0,59.59,0,0
TXN_A098A05C28,USR_4781,26.93,2,0,0,0,16.23,0,0
TXN_B878EE9FD0,USR_8850,91.87,5,0,0,1,5.35,0,0
TXN_F3633BE007,USR_3057,105.94,12,0,0,0,8.22,0,0
TXN_C361EA4678,USR_4976,79.55,16,0,0,0,18.73,0,0
TXN_460EAE1B32,USR_9283,2.7,9,1,0,0,4.98,0,0
TXN_9A270CC071,USR_8573,57.48,15,0,0,0,0.2,0,0
TXN_6606EB35D8,USR_8061,101.87,13,1,0,0,10.31,0,0
TXN_32DF3E930E,USR_4095,11.97,3,0,0,0,3.96,0,0
TXN_4D95973EBC,USR_7027,32.82,13,0,0,0,5.04,0,0
TXN_9A5775EA68,USR_4462,2462.04,5,1,1,1,2125.68,1,1
TXN_1103F2CD8C,USR_5738,1625.3,4,0,1,1,4524.43,1,1
TXN_7DB7BFFEED,USR_1965,3552.98,0,1,1,1,14778.23,1,1
TXN_ACB2E06537,USR_3070,58.19,17,0,0,0,3.39,0,0
TXN_59D1154C36,USR_6495,78.57,1,0,1,1,2.63,0,0
TXN_D259DAFA68,USR_6140,36.11,12,1,0,0,1.85,0,0
TXN_AE7095CF4C,USR_2547,134.57,7,0,0,0,1.84,0,0
TXN_85414B9F0E,USR_4114,7.07,8,0,0,0,64.42,0,0
TXN_51E1543741,USR_5459,73.34,16,0,0,0,38.98,0,0
TXN_D05A2435FD,USR_3577,15.76,10,0,0,0,12.4,0,0
TXN_9EF7380F94,USR_6473,33.89,8,0,0,0,12.73,0,0
TXN_21437A2A20,USR_7613,4035.26,5,1,0,1,2330.08,1,1
TXN_03A988DE3F,USR_8769,27.53,20,0,0,0,3.38,0,0
TXN_C88AEF829D,USR_8236,130.39,8,0,0,0,10.81,0,0
TXN_59E06644C0,USR_6950,44.43,9,0,0,0,20.77,0,0
TXN_679B3F9C9A,USR_6920,82.75,20,1,0,0,14.11,0,0
TXN_46DE7B5CE7,USR_5905,96.25,7,0,0,0,30.98,0,0
TXN_51B55BCD71,USR_5374,200.66,9,0,0,0,8.92,0,0
TXN_0A03B92A89,USR_4965,0.86,0,1,1,1,10776.51,1,1
TXN_D35AB98B7A,USR_5085,0.67,0,1,1,1,214.26,0,1
TXN_D1F548203C,USR_8649,24.2,8,0,0,0,3.05,0,0
TXN_28097C1120,USR_2752,0.3,23,1,0,1,14963.22,1,1
TXN_8B62B6341E,USR_9921,27.6,14,0,0,0,26.63,0,0
TXN_FBEA69B6C6,USR_8818,343.07,23,0,0,0,17.54,0,0
TXN_1C6EEE4F01,USR_2778,698.92,8,0,0,0,11.73,0,0
TXN_D42323062C,USR_7710,0.74,1,1,0,0,10917.01,1,1
TXN_7060EE808F,USR_2624,22.58,13,0,0,0,22.0,0,0
TXN_83302AD226,USR_1281,113.6,10,0,0,0,64.72,0,0
TXN_C051F13070,USR_3607,144.57,9,0,0,0,20.89,0,0
TXN_BC209A6AAC,USR_9824,124.25,8,0,1,0,0.54,0,0
TXN_B5C65CBDE9,USR_7601,127.24,14,0,0,0,29.74,0,0
TXN_519BFECD8A,USR_2268,10.25,12,0,0,0,2.76,0,0
TXN_9A9DC0F2B3,USR_4493,21.47,11,1,0,0,16.12,0,0
TXN_887B08D239,USR_9822,152.52,8,0,0,0,0.99,0,0
TXN_640304296E,USR_3433,38.22,13,0,0,0,38.51,0,0
TXN_588EF86863,USR_7985,6.4,10,0,0,0,1.1,0,0
TXN_72D421246E,USR_9590,62.38,15,1,0,0,6.29,0,0
TXN_632BCBEC0C,USR_4148,308.74,1,0,0,0,2.36,0,0
TXN_1A43CFBDA4,USR_1907,292.14,13,1,0,0,9.58,0,0
TXN_5B5512D0CE,USR_6651,4.87,13,0,0,1,2.23,0,0
TXN_422D46E169,USR_5302,43.28,18,1,1,0,70.52,0,0
TXN_906204373D,USR_1825,170.59,7,0,0,0,10.77,0,0
TXN_E839ED5182,USR_7387,11.8,20,0,0,0,1.83,0,0
TXN_60AF6FF88E,USR_1142,14.21,11,0,0,0,15.13,0,0
TXN_929F9A1690,USR_2541,95.17,9,0,0,0,0.89,0,0
TXN_630E2C91CA,USR_3848,29.47,9,0,1,0,16.28,0,0
TXN_FBE3273BF4,USR_1215,18.82,6,0,0,0,20.76,0,0
TXN_DB7147A5EC,USR_2751,309.16,7,0,0,0,0.48,0,0
TXN_880B7FCF30,USR_6044,3.79,18,0,0,0,1.91,0,0
TXN_33C75F934C,USR_4330,65.67,17,0,0,0,1.47,0,0
TXN_3CAF00EFD1,USR_5593,24.32,16,1,0,0,1.66,0,0
TXN_35C88527FF,USR_5127,255.91,5,1,0,0,3.7,0,0
TXN_07B2B1877E,USR_1977,12.47,13,0,0,0,54.12,0,0
TXN_6B1E01346B,USR_1711,72.38,2,0,1,0,7.89,0,0
TXN_AAFF92A927,USR_5480,59.08,10,0,0,0,20.52,0,0
TXN_372FEFC723,USR_9141,61.66,2,0,1,0,8.76,0,0
TXN_09FDA5EE48,USR_6400,22.38,17,0,0,0,5.46,0,0
TXN_0EAFDE40FB,USR_8340,90.72,11,0,0,0,1.68,0,0
TXN_1A27802C1B,USR_4259,47.43,8,0,0,0,21.37,0,0
TXN_B5868C121C,USR_3809,26.22,14,0,0,0,8.17,0,0
TXN_FE6F33EC08,USR_9983,135.4,6,0,0,0,3.52,0,0
TXN_61AD8DAC29,USR_2477,104.15,10,0,0,0,9.59,0,0
TXN_B4CD39C0A5,USR_7176,68.72,9,1,0,0,4.16,0,0
TXN_0C1B602BA1,USR_8102,191.92,22,0,0,0,13.91,0,0
TXN_44D9DAAB6E,USR_1547,4.71,12,0,0,0,11.59,0,0
TXN_B28834B621,USR_7369,87.16,10,0,0,0,10.42,0,0
TXN_878B7D0403,USR_1614,137.23,3,0,0,0,31.74,0,0
TXN_127F114E58,USR_4821,1236.11,1,1,1,1,6951.93,0,1
TXN_F34C1D9E49,USR_2573,50.5,11,0,1,0,65.0,0,0
TXN_0C8B73C95C,USR_2588,118.84,9,0,1,0,19.07,0,0
TXN_B4D5436C60,USR_9240,50.95,11,0,0,0,13.17,0,0
TXN_BD146006E7,USR_2097,800.0,10,0,0,0,10.02,0,0
TXN_F3A225AAAD,USR_2910,27.41,20,0,0,0,0.08,1,0
TXN_B64E4FA3A0,USR_4525,214.52,17,0,0,0,4.86,1,0
TXN_EB386D8A79,USR_7458,9.04,9,1,0,0,3.67,1,0
TXN_905BD950D3,USR_3846,249.79,5,0,0,0,47.84,0,0
TXN_C3C5959749,USR_2750,0.12,0,0,1,1,9537.32,1,1
TXN_4851A41107,USR_2533,9.64,22,0,1,0,2.33,0,0
TXN_7723883E93,USR_7967,37.4,7,0,0,0,10.35,0,0
TXN_5C622CEFBD,USR_4636,101.91,6,0,0,0,8.74,0,0
TXN_2624270C76,USR_9770,20.0,5,0,0,0,60.43,0,0
TXN_A385F61ED5,USR_4575,4788.29,22,1,0,1,2167.85,0,1
TXN_C3D1161D18,USR_9982,46.0,18,0,0,0,10.37,0,0
TXN_594038DAB8,USR_7177,13.83,12,0,1,0,26.89,0,0
TXN_3C83F15128,USR_4006,225.57,17,0,0,0,64.9,0,0
TXN_8769E1EA12,USR_4162,11.97,12,0,0,0,27.75,0,0
TXN_C289154281,USR_8644,121.91,21,0,0,0,81.41,0,0
TXN_7A68BF4100,USR_3160,74.48,14,0,0,0,1.86,0,0
TXN_A66C12CCAA,USR_2366,5.53,13,0,0,0,76.95,0,0
TXN_59FEC82207,USR_9500,87.37,15,0,0,0,10.04,0,0
TXN_043DC85F61,USR_3377,54.42,13,0,0,0,3.15,0,0
TXN_72777B0077,USR_8508,322.43,11,0,0,0,1.11,0,0
TXN_1845A8D33D,USR_3327,100.1,13,1,0,0,3.18,0,0
TXN_1B4356815A,USR_9490,27.13,10,0,0,0,4.7,1,0
TXN_5504E5B5E1,USR_3015,0.78,5,0,1,1,2913.98,1,1
TXN_3F1201B8C6,USR_3870,0.48,23,0,0,1,1485.1,1,1
TXN_9273C12FC7,USR_5767,7.44,12,0,0,0,7.54,0,0
TXN_8DA5C8CD25,USR_3757,19.92,14,0,0,0,64.22,0,0
TXN_0F8A527C8E,USR_7280,37.59,22,0,0,1,10.76,0,0
TXN_02B4BFB516,USR_5774,248.84,20,0,0,0,16.01,0,0
TXN_50A4042F24,USR_3520,48.18,8,0,0,0,2.86,0,0
TXN_DEBCB25F44,USR_5150,91.5,9,0,0,0,13.1,0,0
TXN_963F852714,USR_9750,30.69,8,0,0,0,17.02,0,0
TXN_FF5093CD55,USR_9708,62.38,14,0,0,0,11.87,0,0
TXN_CBFE412F77,USR_7371,0.42,4,1,1,1,3552.36,0,1
TXN_58109C0E25,USR_9536,111.94,14,0,0,0,44.05,0,0
TXN_2670E144EA,USR_4331,77.19,16,0,1,0,43.07,0,0
TXN_53523EA8B7,USR_8435,3593.53,1,1,0,1,12669.27,1,1
TXN_EC2D0BE8A7,USR_1947,390.15,14,0,0,0,0.37,0,0
TXN_CA05BAF416,USR_6968,22.44,19,0,0,0,17.6,0,0
TXN_2126E76326,USR_8470,8.69,18,0,0,0,29.07,0,0
TXN_5271D73EF5,USR_5599,178.63,6,0,0,0,7.31,0,0
TXN_228E8F8EDF,USR_4506,233.74,11,0,0,0,0.85,0,0
TXN_E7A78CC33B,USR_1864,121.1,1,0,0,0,1.45,0,0
TXN_3D91641B38,USR_1801,183.27,8,1,0,0,8.21,0,0
TXN_FA8E6CDF23,USR_8010,10.55,8,0,0,0,11.73,0,0
TXN_271F8304BB,USR_2874,99.39,9,0,0,0,2.95,0,0
TXN_F3B430B6DE,USR_8661,105.33,16,0,0,0,29.63,0,0
TXN_E90080F223,USR_2809,36.26,9,0,0,0,0.06,0,0
TXN_3BC423C4D2,USR_6784,22.89,12,0,0,0,9.53,0,0
TXN_14624741D5,USR_2979,36.18,15,0,0,0,15.22,0,0
TXN_377125614C,USR_1810,261.86,8,0,1,0,0.68,0,0
TXN_48D9E72A4D,USR_6044,140.95,9,0,0,0,6.28,0,0
TXN_85A080A0C7,USR_2409,252.88,15,0,0,0,27.77,0,0
TXN_43D811B532,USR_6984,125.58,14,0,0,0,3.0,0,0
TXN_336803ACFF,USR_3946,24.1,19,0,0,0,6.12,0,0
TXN_A75EC47203,USR_2119,42.71,17,0,0,0,22.74,0,0
TXN_72870A22F1,USR_6977,39.8,18,0,0,0,8.15,0,0
TXN_9CEC673635,USR_1829,27.28,9,0,0,0,3.92,0,0
TXN_AA4C099386,USR_7303,61.16,11,0,0,0,42.57,0,0
TXN_4FCCA4F6B8,USR_3466,49.48,6,0,1,0,4.02,0,0
TXN_03DAF78229,USR_1019,27.38,16,0,1,0,23.95,0,0
TXN_6FD48C5EF2,USR_6337,0.32,3,1,0,1,5415.21,0,1
TXN_23D5A431E5,USR_5062,513.32,15,0,0,0,6.31,0,0
TXN_E080CDF5D4,USR_2354,57.0,2,0,0,0,8.64,0,0
TXN_7E25474D60,USR_6877,134.13,5,0,0,0,23.57,0,0
TXN_950CC4015D,USR_9799,109.65,9,0,0,0,5.85,0,0
TXN_42F69DBD2A,USR_8927,70.23,1,0,0,0,30.84,0,0
TXN_8738A2FF5C,USR_5315,30.65,9,0,0,0,16.89,0,0
TXN_D003A50392,USR_3128,183.36,18,0,0,0,0.81,0,0
TXN_0341C22ADA,USR_2877,9.48,7,0,0,0,7.33,0,0
TXN_745E568906,USR_4238,16.15,13,0,0,1,13.71,1,0
TXN_A40D41BB3C,USR_7625,77.62,8,0,0,0,15.97,0,0
TXN_511EBC05FC,USR_9025,42.55,17,0,0,0,4.01,0,0
TXN_52CAA9F0AA,USR_6554,26.25,14,0,0,0,15.32,0,0
TXN_C45012340F,USR_7822,623.9,23,0,0,0,6.57,0,0
TXN_0A305532BE,USR_3105,78.83,13,0,0,0,7.43,0,0
TXN_8E173DACBB,USR_1710,1687.47,3,1,0,1,1457.1,1,1
TXN_8AA4DB6738,USR_1293,33.84,3,0,0,0,6.61,0,0
TXN_4EF4BD2954,USR_9367,99.17,11,0,0,0,5.61,0,0
TXN_B9491093A8,USR_3918,23.2,18,0,0,0,26.48,0,0
TXN_9C4070531A,USR_7364,26.68,17,1,0,0,35.93,0,0
TXN_ACA99A599F,USR_1664,23.81,11,0,0,0,30.11,0,0
TXN_F874EB5813,USR_8876,143.9,12,0,0,0,0.74,0,0
TXN_2A9D584A87,USR_9294,21.98,8,1,0,0,1.23,0,0
TXN_66FE5780A4,USR_4411,37.13,17,0,0,0,1.5,0,0
TXN_C090314AED,USR_6930,34.56,17,0,0,0,2.35,0,0
TXN_0D68B4B7E1,USR_2628,239.07,15,0,0,0,10.06,0,0
TXN_697CEBD76E,USR_3737,153.84,9,0,0,0,30.08,0,0
TXN_BD35CBBCAE,USR_6979,47.89,14,0,0,0,43.89,0,0
TXN_A06D2BC58A,USR_5319,57.55,6,1,0,0,5.25,0,0
TXN_38E655CBED,USR_9678,90.97,11,1,0,0,35.61,0,0
TXN_B602AB2B17,USR_9186,28.73,8,0,0,0,8.46,0,0
TXN_35AB96586A,USR_3198,75.97,15,0,0,0,26.15,0,0
TXN_50EC39208B,USR_4329,25.04,13,0,0,0,33.48,0,0
TXN_83311860BC,USR_7788,42.3,22,0,0,0,1.76,0,0
TXN_560DF6FBED,USR_9110,68.69,6,0,0,0,3.71,0,0
TXN_3B76B4EBCD,USR_8686,17.69,8,0,1,0,11.86,0,0
TXN_EE262364C4,USR_9204,52.22,11,0,0,0,1.74,0,0
TXN_277A4BE285,USR_2526,28.49,13,0,0,0,4.36,0,0
TXN_96450A59C9,USR_7588,239.43,9,0,0,0,7.79,0,0
TXN_42E42B6E33,USR_9167,24.33,16,0,0,0,1.11,0,0
TXN_41427E0FDF,USR_9488,292.18,10,0,0,0,4.63,0,0
TXN_CFD3249AA9,USR_8005,49.56,22,0,0,0,5.61,0,0
TXN_8F7B489EC6,USR_4563,800.0,15,1,0,0,6.93,0,0
TXN_64A18113C5,USR_3364,20.51,12,1,0,0,3.81,0,0
TXN_2998AFA696,USR_5587,95.95,17,0,0,0,15.84,0,0
TXN_8D6114334D,USR_9244,162.36,17,0,0,0,22.4,0,0
TXN_7260665968,USR_4191,28.37,5,0,0,0,24.62,0,0
TXN_DB8D777B30,USR_1501,44.67,20,1,0,0,20.77,0,0
TXN_6932300CE7,USR_4670,10.58,20,0,1,0,1.31,0,0
TXN_1A9EDEC5F3,USR_5590,118.6,12,0,0,0,5.96,0,0
TXN_09626539AF,USR_8636,43.23,12,0,1,0,3.2,0,0
TXN_B0E06A8AA7,USR_7029,0.99,3,1,1,1,1593.21,1,1
TXN_3C1C8FB2C7,USR_7831,39.8,9,0,0,0,0.01,0,0
TXN_782D879C12,USR_7132,126.66,9,0,1,0,29.8,0,0
TXN_1BE2359177,USR_4477,38.4,12,0,0,0,8.61,0,0
TXN_45C9761E3A,USR_4483,19.3,14,0,0,0,0.75,0,0
TXN_50772BF926,USR_7458,61.48,12,0,0,0,22.23,0,0
TXN_8DB9B39FAC,USR_7238,148.01,16,0,0,0,15.39,0,0
TXN_6F68304D21,USR_1804,19.45,12,0,0,0,25.61,0,0
TXN_8C93292A6E,USR_4757,24.54,13,0,0,1,3.73,0,0
TXN_8F72D6FF54,USR_9181,23.77,21,0,0,0,7.31,0,0
TXN_02BDE015D7,USR_6102,36.32,21,0,0,0,1.46,0,0
TXN_AF6E178438,USR_8135,28.07,14,0,0,0,2.03,0,0
TXN_0CBBBC5EA2,USR_6955,2637.84,22,1,1,1,7030.62,0,1
TXN_BB1EBCA642,USR_9707,93.42,6,0,0,0,2.28,0,0
TXN_DBCCF80103,USR_2832,64.57,18,0,1,0,8.66,1,0
TXN_496E453413,USR_9302,56.4,14,0,0,0,1.48,0,0
TXN_CB05917935,USR_3781,131.38,14,0,0,0,28.26,0,0
TXN_3A5F0791D8,USR_3410,8.74,16,0,0,0,0.31,0,0
TXN_42D2456129,USR_3456,85.61,11,0,0,0,4.38,0,0
TXN_E6BA2697B9,USR_4284,120.01,9,1,0,1,0.83,0,0
TXN_65616D94E5,USR_7172,25.2,10,0,0,0,0.24,0,0
TXN_C44681E792,USR_7365,34.77,13,1,0,0,11.75,0,0
TXN_1C7E13698F,USR_1082,64.09,11,0,0,0,28.47,0,0
